Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,YearsAtCompany,YearsWithCurrManager
0.4463504035345031,2.280905882663645,0.590048337687597,0.7425265337769018,1.401512344464336,-1.0109093429124179,-0.9374136927517607,-0.6605306743650393,-1.224744871391589,-0.05778754527941421,1.0327156934390023,1.1532535902386967,1.2368204621527703,0.7260199409380492,2.1251359240839385,2.280905882663645,-0.16461310905422863,0.24583399463483546
1.3223652142096962,-0.43842229861417986,-0.9131943943761252,-1.2977746019136118,-0.49381713700997326,-0.14714972001373974,-0.9374136927517607,0.2546249253678617,0.816496580927726,-0.05778754527941421,0.6263741331190523,-0.6608531809232983,-0.1332820844671032,1.4888761391146892,-0.6780493930322936,-0.43842229861417986,0.48850772848886465,0.8065414765793012
0.008342998196906572,2.280905882663645,0.590048337687597,1.4143632382387843,-0.49381713700997326,-0.8875151110697495,1.3166726676818623,1.1697805251007627,0.816496580927726,-0.9614863916702531,-0.998992108160748,0.24620020465769926,1.2368204621527703,-1.6748408610979753,1.3242258334793007,2.280905882663645,-1.1442943653688686,-1.1559347102263289
-0.42966440714069,-0.43842229861417986,-0.9131943943761252,1.4614661806180305,-0.49381713700997326,-0.7641208792270812,-0.9374136927517607,1.1697805251007627,-1.224744871391589,-0.9614863916702531,0.6263741331190523,0.24620020465769926,-0.1332820844671032,1.2432105837696696,-0.6780493930322936,-0.43842229861417986,0.16194730971731802,-1.1559347102263289
-1.0866755151470848,-0.43842229861417986,0.590048337687597,-0.5242947060017769,-0.49381713700997326,-0.8875151110697495,0.5653105475373214,-1.5756862740979403,0.816496580927726,-0.9614863916702531,-0.998992108160748,-0.6608531809232983,-0.1332820844671032,0.3258998974213038,2.5255909693862573,-0.43842229861417986,-0.8177339465973219,-0.5952272282818631
-0.5391662584750891,-0.43842229861417986,-0.9131943943761252,0.5020536174196967,-0.49381713700997326,-0.8875151110697495,-0.9374136927517607,1.1697805251007627,0.816496580927726,-0.9614863916702531,-0.998992108160748,1.1532535902386967,1.2368204621527703,-0.34419928329096944,-1.0785044383346125,-0.43842229861417986,-0.0013328996684553085,0.5261877356070683
2.4173837275536876,-0.43842229861417986,0.590048337687597,1.2928872289449382,-0.49381713700997326,-0.7641208792270812,0.5653105475373214,0.2546249253678617,-1.224744871391589,-0.9614863916702531,-0.998992108160748,-1.5679065665042957,-0.1332820844671032,-0.6112270608399039,0.523315742874663,-0.43842229861417986,-0.9810141559830953,-1.1559347102263289
-0.7581699611438873,-0.43842229861417986,0.590048337687597,1.3771767047814845,-0.49381713700997326,1.827157989468953,-0.9374136927517607,1.1697805251007627,0.816496580927726,-0.9614863916702531,-0.998992108160748,0.24620020465769926,-1.5033846310869767,-0.1374635670938734,-0.6780493930322936,-0.43842229861417986,-0.9810141559830953,-1.1559347102263289
0.11784484953130571,-0.43842229861417986,-0.9131943943761252,-1.4539580424342708,-0.49381713700997326,1.7037637576262845,-0.9374136927517607,1.1697805251007627,0.816496580927726,0.8459113011114247,-0.18630898752084787,0.24620020465769926,1.2368204621527703,-0.7766437419846911,-1.0785044383346125,-0.43842229861417986,0.32522751910309133,1.086895217551534
-0.10115885313749257,-0.43842229861417986,0.590048337687597,1.230909673182772,-0.49381713700997326,2.197340684996958,0.5653105475373214,0.2546249253678617,0.816496580927726,-0.05778754527941421,-1.8116752288006481,0.24620020465769926,-0.1332820844671032,0.31817014596593995,1.3242258334793007,-0.43842229861417986,-0.0013328996684553085,0.8065414765793012
